ID,Source_File,Newspaper,Date,Length,Author,Headline,Newspapertype,Trimmed_Article,relevance
697,src_thesun_raw.docx,The Sun,4/11/2015,868 words,DAVID WILLETTS,claim asylum. in Cyprus? Go to blazes; MIGRANTS' PROTEST TO LEAVE ISLAND MIGRANTS' PROTEST TO LEAVE ISLAND,Tabloid,JUST 12 of the 115 migrants who landed on UK territory in Cyprus last month have claimed asylum The figure emerged yesterday along with footage showing tents being set on fire by those stranded in a makeshift camp set up by British troops Six of the asylum seekers were yesterday taken away from the UK site in Dhekelia while the remaining half-dozen will be moved later But the vast majority of migrants will remain stuck in the base where several have gone on the rampage over their plight Newly-released clips show a man scaling the security fence in a botched escape bid and another migrant threatening to hang himself before cops move in In another a gang surrounds a fence which the male migrant is attempting to climb while one screams We're people not animals The man perched on the barbed wire-topped fence then cries We don't want food or anything else we just want to leave here A man with a bloodied face is also seen raging at staff asking Why are you keeping us hidden It is believed two tents were burnt down and a number of migrants were treated for smoke inhalation Days after the migrants arrived in two boats on October 21 they were moved from RAF Akrotiri to a temporary camp in Dhekelia a sovereign British territory Cyprus has agreed to honour a 2003 deal with Britain that it will take in migrants who land on a British Sovereign Base Area and claim asylum in the Mediterranean state Those that do not will remain on British Sovereign Base Area land under British responsibility while both governments work out what to do with them But many are refusing to claim asylum because under EU travel rules they are then barred from continuing on to other European,1
698,src_thesun_raw.docx,The Sun,3/7/2017,87 words,NA,Refugee tents fire,Tabloid,"A FIRE has destroyed a camp for Syrian refugees in the Lebanon, killing at least one person and leaving two critical. The camp is located in the Bekaa Valley near the town of Qab Elias, around an hour's drive east of Beirut. UNHCR spokeswoman Dana Sleiman said the camp had been home to 102 families. She added: ""Apparently it started with a cooking stove. We are waiting to confirm that."" Lebanon is hosting at least one million registered Syrian refugees, many of them living in tented settlements scattered around the country.",1
713,src_thesun_raw.docx,The Sun,7/4/2017,13 words,NA,7.30pm Shaunagh Connaire reports on [...],Tabloid,7.30pm Shaunagh Connaire reports on the Unreported World of the Syrian refugees,0
726,src_thesun_raw.docx,The Sun,25/11/2015,51 words,NA,FRESH from her husband [...],Tabloid,"lFRESH from her husband Benedict Cumberbatch's impassioned nightly pleas for Britain to house more Syrian refugees Sophie Hunter arrived at her own charity event dressed in this er eye-catching Burberry creation which costs no less than £ 2,595 Presumably the milkmaid's carrying pole would have been extra",0
730,src_thesun_raw.docx,The Sun,16/3/2016,52 words,NICK PARKER,Ange gets Syri-ous,Tabloid,"ANGELINA Jolie yesterday called on the world to ""show leadership"" and help millions of Syrian refugees. The UN special envoy, left, braved the rain at a camp in Lebanon, home to thousands who have fled the civil war. Hollywood star Angelina, 40, said: ""We must not let fear stand in the way of an effective response.""",1
731,src_thesun_raw.docx,The Sun,26/1/2017,66 words,NA,Wall plan is signed,Tabloid,"PRESIDENT Trump last night signed an executive order for a wall to be built along the US border with Mexico. He said work could begin within months, adding: ""And we will be - in a form - reimbursed by Mexico."" He also signed an action to strip funds from cities offering sanctuary to undocumented immigrants. A draft order last night also showed Mr Trump intends to stop accepting Syrian refugees.",0
744,src_thesun_raw.docx,The Sun,17/4/2016,72 words,NICK PARKER,CROSSING BORDERS,Tabloid,"POPE Francis welcomes twelve Muslim Syrian refugees to Rome yesterday after they flew back with him from the Greek island of Lesbos Officials later confirmed the group including six children would be taken to Vatican City a sovereign state with its own border policy The Pope toured the Moria camp where 2,300 are held He called the crisis the greatest humanitarian catastrophe since World War II Migrants new gateway Page 21",1
755,src_thesun_raw.docx,The Sun,22/4/2016,72 words,NA,Cam: 3k to come,Tabloid,"DAVID Cameron has vowed to take in another 3,000 refugees from the Middle East and Africa Vulnerable kids and families will be housed in the coming years in the largest resettlement programme of its kind It comes on top of his pledge to bring in 20,000 Syrian refugees by 2020 But critics said the PM is failing child migrants already in Europe Lib Dem chief Tim Farron said This won't help the thousands languishing in EU camps",1
778,src_thesun_raw.docx,The Sun,14/4/2016,92 words,NA,UK bill on Syria 20k is £460m,Tabloid,"THE bill for bringing 20,000 Syrian refugees to Britain will hit £ 460million by 2021 it was revealed yesterday That works out at £ 23,000 per migrant Refugee Minister Richard Harrington said the costs for each migrant's first year here will come from Britain's foreign aid budget Home Affairs Select Committee chairman Keith Vaz slammed the unacceptable lack of transparency on where the sum was being spent and where refugees were going to be resettled So far a total of 1,194 Syrians have been resettled in the UK under the scheme launched last year Graphic Unacceptable Vaz",1
809,src_thesun_raw.docx,The Sun,25/9/2015,138 words,Katie Hopkins,lTHE PM has managed to [...],Tabloid,"lTHE PM has managed to swerve the quota system for refugees but will commit another £100million to Syrian refugees - £60million of which will be spent inside the country. Keeping people close to the cities they will need to rebuild is the right answer. But when we have already given £1billion - the second-highest contribution after the USA - we do need a gentle reminder this cash does not fall from the sky. It is not magic money, printed to help those in need. It is taxpayers' cash, the percentage you hand over every day you work. Money which could be used for the NHS, schools or care for our elderly. Our country is great because we have these things. Education and the NHS need to be our priority. Given a choice between an extra £100million for refugees or £100million into our NHS, I would find the decision a pretty simple one.",1
821,src_thesun_raw.docx,The Sun,11/11/2015,153 words,Jane Moore,BENEDICT LACKING IN DRIVE,Tabloid,"DAME MAGGIE SMITH is currently appearing in the film adaptation of Alan Bennett's excellent book The Lady In The Van, a true story about ""vagabond"" Miss Mary Shepherd, who lived on his driveway for 15 years. In the book, he says the liberal residents of the newly gentrified area in North London were uncertain how to react to her because of ""the disparity between the style in which the new arrivals found themselves able to live and their progressive opinions ... "" but that it was ""in the gap that Miss Shepherd (in her van) was able to live."" Fast forward 26 years to the progressive opinion of Benedict Cumberbatch being aired nightly to audiences who have shelled out a small fortune to watch him play Hamlet and are then, ahem, treated to a lecture on how Britain isn't doing enough for Syrian refugees. One wonders whether Mr Cumberbatch's North London home has a driveway spacious enough to accommodate a chosen few?",0
